Serious,Age,DebtRatio,MonthlyIncome,NumberOfLoans,NumberOfRealEstateLoans,NumberOfDependents
0,34,0.319171724,2800.0,3,0,1.0
0,56,0.236573549,9700.0,12,1,1.0
0,30,1.298161471,1250.0,4,1,0.0
0,52,0.274253271,4050.0,9,1,0.0
0,54,0.528381219,2853.0,7,1,0.0
0,39,0.551779288,2500.0,7,2,0.0
0,57,0.42893401,4333.0,9,1,1.0
0,60,81.0,5217.0,2,0,0.0
0,45,1.112942122,4975.0,13,4,1.0
0,33,0.032483758,2000.0,1,0,2.0
0,64,2004.0,5217.0,10,2,0.0
0,85,790.0,5217.0,6,0,0.0
0,34,0.0,5400.0,0,0,0.0
0,37,0.333851794,9000.0,11,2,0.0
0,63,0.262694922,2500.0,5,0,0.0
0,35,1673.0,5217.0,10,1,1.0
0,32,0.802308265,2685.0,5,1,1.0
0,73,0.504887091,8900.0,17,1,1.0
0,39,0.459166466,4150.0,10,2,0.0
0,38,2628.0,5217.0,6,1,0.0
0,40,0.006959443,4166.0,1,0,0.0
0,42,0.524458002,9178.0,9,1,3.0
0,36,0.194963754,2620.0,3,0,0.0
0,64,3930.0,5217.0,13,2,0.0
0,51,0.226213976,10131.0,4,2,3.0
0,25,0.294852574,2000.0,5,0,0.0
0,36,777.0,5217.0,3,1,0.0
0,34,0.474904943,5259.0,11,2,2.0
0,55,0.27018019,9600.0,11,2,0.0
0,83,0.0,10500.0,4,0,0.0
0,63,0.515793683,2500.0,12,0,0.0
0,52,7806.0,5217.0,21,2,2.0
0,59,0.271467415,11400.0,9,2,0.0
0,24,0.069040925,3200.0,11,0,0.0
0,44,0.137224283,5122.0,4,0,0.0
0,36,0.339874121,2700.0,6,0,0.0
0,74,1184.0,5217.0,8,1,0.0
0,45,0.224577542,10000.0,8,0,2.0
0,41,2809.0,5217.0,5,2,0.0
0,63,0.454098361,5489.0,20,4,0.0
0,41,0.064417178,2933.0,7,0,2.0
0,45,0.560214893,6700.0,8,2,2.0
0,54,0.343546258,25000.0,9,3,1.0
0,76,0.372787227,2880.0,8,1,0.0
0,65,0.266873313,10000.0,13,1,0.0
0,38,2615.0,5217.0,6,1,0.0
0,47,0.370691923,3800.0,6,0,1.0
0,68,0.008222093,10337.0,10,1,1.0
0,34,1.220066377,3916.0,7,2,0.0
0,46,0.421201915,5640.0,16,1,2.0
0,34,0.75145816,8400.0,18,4,0.0
0,29,0.046662778,12000.0,15,0,0.0
0,35,0.0,1500.0,3,0,0.0
0,43,0.421048246,12000.0,14,3,2.0
0,37,2.694610778,500.0,11,2,2.0
0,74,0.020736901,5400.0,5,0,0.0
0,55,0.514162132,7166.0,7,2,1.0
0,72,692.0,5217.0,7,0,0.0
0,80,1589.0,5217.0,8,1,0.0
0,50,1.317473011,2500.0,9,2,1.0
0,77,24.0,5217.0,5,0,0.0
0,73,0.047400612,4577.0,3,0,0.0
0,52,0.257757365,8926.0,11,1,2.0
0,48,0.146276596,12407.0,5,1,0.0
0,44,0.148162041,2665.0,5,0,1.0
0,50,0.0,6400.0,2,0,0.0
0,44,178.0,5217.0,9,0,0.0
0,70,1934.0,5217.0,11,2,0.0
0,53,817.0,5217.0,13,0,3.0
0,70,0.0,3500.0,6,0,0.0
0,36,2082.0,5217.0,13,2,0.0
0,63,724.0,5217.0,3,0,0.0
0,50,0.318734063,13333.0,11,3,1.0
0,62,2446.0,5217.0,4,1,0.0
0,53,0.315187201,9000.0,6,1,0.0
0,43,0.198811453,1850.0,2,0,3.0
0,58,0.498692509,6500.0,19,4,1.0
0,67,486.0,5217.0,4,1,0.0
0,59,0.156959213,6300.0,22,0,0.0
0,55,0.167543201,5323.0,1,0,2.0
0,82,162.0,5217.0,2,0,0.0
0,47,0.587361677,6867.0,22,1,4.0
0,43,0.246784845,8630.0,8,0,1.0
0,58,1.511162946,3000.0,24,2,0.0
0,41,0.346902339,5600.0,4,1,0.0
0,63,0.621679828,9750.0,24,2,2.0
0,50,0.432119554,4750.0,17,1,0.0
0,32,85.0,5217.0,7,0,0.0
0,37,106.2727273,21.0,6,2,4.0
0,36,0.061445262,2310.0,2,0,2.0
0,45,0.546448087,8966.0,11,2,1.0
0,26,346.0,5217.0,8,0,0.0
0,80,0.180763847,5000.0,11,0,0.0
0,35,0.611050027,3637.0,5,1,2.0
0,52,0.313439924,6316.0,16,2,1.0
0,78,0.691183331,6430.0,6,2,0.0
0,57,0.283411686,13400.0,10,1,0.0
0,57,0.355043926,3300.0,17,1,0.0
0,32,710.0,5217.0,6,0,0.0
0,43,0.252274773,10000.0,18,3,3.0
0,60,10.17127624,3000.0,4,1,0.0
0,54,0.135553584,12400.0,11,1,0.0
0,59,0.43955635,13433.0,18,2,2.0
